PreCoordinated,Target Type,Major Category,Minor Category,Anatomic Group,N Characters,TG263-Primary Name,TG-263-Reverse Order Name,Description,FMAID,SNOMED-CT Code,SNOMEDCT Term,Qualifiers,Notes,Summary,,,,,,
,Anatomic,Urinary,Ureter,Pelvis,13,UreterDivert,UreterDivert,Urinary Divergence,,245860003,Urinary conduit site (morphologic abnormality),,would want to ask Chuck May for more clarification,Discuss with Chuck Mayo,,,,,,
,Anatomic,Urinary,Ureter,Pelvis,13,Ureters,Ureters,Both Ureters,264814,87953007,Ureteric structure (body structure),"left, right",,,,,,,,
,Anatomic,Urinary,Urethra,Pelvis,7,Urethra,Urethra,Urethra,19667,13648007,Urethral structure (body structure),,,,,,,,,
,Anatomic,Urinary,Urethra,Pelvis,16,Urethra_Prostatc,Prostatc_Urethra,Prostatic Urethra,,71553001,Prostatic urethra structure (body structure),,,,,,,,,
x,Anatomic,Reproductive,Testis,Pelvis,8,Testis_L,L_Testis,Testis Left,7212,40689003,Testis structure (body structure),left,,,,,,,,
x,Anatomic,Reproductive,Testis,Pelvis,8,Testis_R,R_Testis,Testis Right,7211,40689003,Testis structure (body structure),right,,,,,,,,
,Anatomic,Reproductive,Uterus,Pelvis,6,Uterus,Uterus,Uterus,17558,35039007,Uterine structure (body structure),,,,,,,,,
,Anatomic,Vein,Azygos,Thorax,8,V_Azygos,Azygos_V,Azygos Vein,4838,72107004,Structure of azygous vein (body structure),,,,,,,,,
,Anatomic,Vein,Brachiocephalic,Thorax,15,V_Brachioceph_L,L_Brachioceph_V,Brachiocephalic vein Left,4761,8887007,Structure of brachiocephalic vein (body structure),left,,,,,,,,
,Anatomic,Vein,Brachiocephalic,Thorax,15,V_Brachioceph_R,R_Brachioceph_V,Brachiocephalic vein Right,4751,8887007,Structure of brachiocephalic vein (body structure),right,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Ext_L,L_Ext_Iliac_V,External iliac vein Left,18886,63507001,Structure of external iliac vein (body structure),left,,,,,,,,
x,Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Base_L,L_Base_Tongue,,,47975008, Structure of root of tongue (body structure),left,,,,,,,,
x,Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Base_R,R_Base_Tongue,,,47975008, Structure of root of tongue (body structure),right,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Ext_R,R_Ext_Iliac_V,External iliac vein Right,18885,63507001,Structure of external iliac vein (body structure),right,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Int_L,L_Int_Iliac_V,Internal iliac vein Left,18810,40300007,Structure of internal iliac vein (body structure),left,,,,,,,,
x,Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Oral_R,R_Oral_Tongue,,281500,21974007,Tongue structure (body structure),"right, oral",,,,,,,,
x,Anatomic,Mouth,Tongue,Head and Neck,6,Tonsil,Tonsil,,9609,75573002,Tonsillar structure (palatine) (body structure),,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Int_R,R_Int_Iliac_V,Internal iliac vein Right,18809,40300007,Structure of internal iliac vein (body structure),right,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,9,V_Iliac_L,L_Iliac_V,Common iliac vein Right,21387,46027005,Structure of common iliac vein (body structure),right,,,,,,,,
,Non_Anatomic,Surgery,,Body,8,TumorBed,TumorBed,Tumor Bed,,1162492000,Tumor bed (morphologic abnormality),,,,,,,,,
x,Anatomic,Urinary,Ureter,Pelvis,8,Ureter_L,L_Ureter,Ureter Left,17888,87953007,Ureteric structure (body structure),left,,,,,,,,
x,Anatomic,Urinary,Ureter,Pelvis,8,Ureter_R,R_Ureter,Ureter Right,17887,87953007,Ureteric structure (body structure),right,,,,,,,,
,Anatomic,Vein,Iliac,Pelvis,9,V_Iliac_R,R_Iliac_V,Common iliac vein Left,21388,46027005,Structure of common iliac vein (body structure),left,,,,,,,,
,Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Ext_L,L_Ext_Jugular_V,external  jugular vein left,13112,71585003,Structure of external jugular vein (body structure),left,,,,,,,,
,Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Ext_R,R_Ext_Jugular_V,external jugular vein right,13111,71585003,Structure of external jugular vein (body structure),right,,,,,,,,
,Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Int_L,L_Int_Jugular_V,Internal jugular vein left,4754,12123001,Internal jugular vein structure (body structure),left,,,,,,,,
,Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Int_R,R_Int_Jugular_V,Internal jugular vein right,4762,12123001,Internal jugular vein structure (body structure),right,,,,,,,,
,Anatomic,Vein,Portal,Abdomen,8,V_Portal,Portal_V,Portal Vein,66645,32764006,Portal vein structure (body structure),,,,,,,,,
,Anatomic,Vein,Pulmonary,Thorax,11,V_Pulmonary,Pulmonary_V,Pulmonary vein,66643,430757002,Structure of pulmonary vein great vessel (body structure),,,,,,,,,
,Anatomic,Vein,Subclavian,Thorax,13,V_Subclavians,Subclavians_V,Subclavian Vein,4725,9454009,Structure of subclavian vein (body structure),,,,,,,,,
,Anatomic,Vein,VenaCava,Thorax,12,V_Venacava_I,I_Venacava_V,Inferior vena cava,10951,35532006,Vena caval structure (body structure),inferior,,,,,,,,
,Anatomic,Vein,VenaCava,Thorax,12,V_Venacava_S,S_Venacava_V,Superior vena cava,4720,35532006,Vena caval structure (body structure),superior,,,,,,,,
,Anatomic,Reproductive,Vagina,Pelvis,6,Vagina,Vagina,Vagina,19949,76784001,Vaginal structure (body structure),,,,,,,,,
,Anatomic,Reproductive,Vagina,Pelvis,11,Vagina_Surf,Surf_Vagina,,,279894000,Inferior surface of vaginal cervix (body structure),,,,,,,,,
,Anatomic,Reproductive,Vagina,Pelvis,11,VaginalCuff,VaginalCuff,Vaginal Cuff,,438074005,438074005 | Vaginal cuff (morphologic abnormality),,,,,,,,,
,Anatomic,Valve,,Body,5,Valve,Valve,Valve,,17401000,Cardiac valve structure (body structure),,If this is to reference heart valves:: Cardiac valve structure (body structure) 17401000,Discuss with Chuck Mayo,,,,,,
,Anatomic,Vein,Jugular,Head and Neck,9,V_Jugular,Jugular_V,Any Jugular Vein,,63190004,Structure of jugular vein (body structure),,,,,,,,,
,Anatomic,Valve,Heart,Thorax,12,Valve_Mitral,Mitral_Valve,Mitral Valve,7235,91134007,Mitral valve structure (body structure),,,,,,,,,
,Anatomic,Valve,,Thorax,14,Valve_Pulmonic,Pulmonic_Valve,Pulmonic Valve,7246,39057004,Pulmonary valve structure (body structure),,,,,,,,,
,Anatomic,Valve,Heart,Thorax,15,Valve_Tricuspid,Tricuspid_Valve,Tricuspid Valve,7234,46030003,Tricuspid valve structure (body structure),,,,,,,,,
,Anatomic,Heart,Ventricle,Thorax,9,Ventricle,Ventricle,Ventricle (cardiac),7100,21814001,Cardiac ventricular structure (body structure),,,,,,,,,
,Anatomic,Heart,Ventricle,Thorax,11,Ventricle_L,L_Ventricle,Ventricle (cardiac) Left,7101,21814001,Cardiac ventricular structure (body structure),left,,,,,,,,
,Anatomic,Heart,Ventricle,Thorax,11,Ventricle_R,R_Ventricle,Ventricle (cardiac) Right,7098,21814001,Cardiac ventricular structure (body structure),right,,,,,,,,
x,Anatomic,Vein,Subclavian,Thorax,14,V_Subclavian_L,L_Subclavian_V,Subclavian Vein Left,4763,9454009,Structure of subclavian vein (body structure),left,,,,,,,,
x,Anatomic,Vein,Subclavian,Thorax,14,V_Subclavian_R,R_Subclavian_V,Subclavian Vein Right,4755,9454009,Structure of subclavian vein (body structure),right,,,,,,,,
,Anatomic,Larynx,,Head and Neck,10,VocalCords,VocalCords,Vocal Cords,323919,46105003,Vocal cord structure (body structure),"left,right",,,,,,,,
,Anatomic,Reproductive,Vulva,Pelvis,5,Vulva,Vulva,Vulva,20462,45292006,Vulval structure (body structure),,,,,,,,,
,Anatomic,Reproductive,Vagina,Pelvis,11,Wall_Vagina,Vagina_Wall,Wall of vagina,19971,263355003,Vaginal wall (body structure),,,,,,,,,
,Anatomic,Body,,Body,4,Body,Body,Only the body,256135,,,,"FROM MARK: if this means the entire body, there is a code for that. If it means something else, like the body of the organ then I have no idea. ",Discuss with Chuck Mayo,,,,,,
,Anatomic,Bone,Marrow,Body,14,BoneMarrow_Act,Act_BoneMarrow,Active Bone Marrow,,75330005, Structure of red bone marrow (body structure),,,,,,,,,
,Anatomic,Cartilage,Thyroid,Thorax,14,Cartlg_Thyroid,Thyroid_Cartlg,Thyroid cartilage,55099,52940008,Thyroid cartilage structure (body structure),,,,,,,,,
,Anatomic,Brain,,Head and Neck,16,Cist_Suprasellar,Suprasellar_Cist,Suprasellar Cistern,,15328005,Structure of suprasellar region (body structure),,would want to double check with Chuck Mayo,Discuss with Chuck Mayo,,,,,,
,Anatomic,Valve,Aorta,Thorax,12,Valve_Aortic,Aortic_Valve,Aortic Valve,7236,34202007,Aortic valve structure (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Head and Neck,4,Dens,Dens,Cervical vertebrae - Bony part of dens of axis,24043,1172006,Structure of odontoid process of axis (body structure),,,,,,,,,
,Anatomic,Skin,,Body,5,Edema,Edema,Edema,,,79654002 - DO NOT INCLUDE Edema (morphologic abnormality),,RTTD Meeting 100521 -- exclude,,,,,,,
,Anatomic,Body,,Body,8,External,External,Contour encompassing body plus other external items ,,123037004,Body structure (body structure),external,,,,,,,,
,Anatomic,Bone,Vertebral Body,Body,2,VB,VB,Vertebral Body,,3572006,Structure of body of vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,4,VB_C,C_VB,Cervical vertebrae,72063,3572006,Bone structure of cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C1,C1_VB,Atlas - C1,12519,14806007,Bone structure of atlas (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C2,C2_VB,Axis - C2,12520,39976000,Bone structure of axis (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C3,C3_VB,Cervical vertebra - C3,12521,91116008,Structure of body of third cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C4,C4_VB,Cervical vertebra - C4,12522,14705001,Structure of body of fourth cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C5,C5_VB,Cervical vertebra - C5,12523,67479001,Structure of body of fifth cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C6,C6_VB,Cervical vertebra - C6,12524,88298007,Structure of body of sixth cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C7,C7_VB,Cervical vertebra - C7,12525,16126006,Structure of body of seventh cervical vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,4,VB_L,L_VB,Lumbar Vertebrae,72065,73903008,Bone structure of lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,5,VB_L1,L1_VB,Lumbar Vertebra L1,13072,61032001,Structure of body of first lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,5,VB_L2,L2_VB,Lumbar Vertebra L2,13073,53983007,Structure of body of second lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,5,VB_L3,L3_VB,Lumbar Vertebra L3,13074,55492004,Structure of body of third lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,5,VB_L4,L4_VB,Lumbar Vertebra L4,13075,71996003,Structure of body of fourth lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Abdomen,5,VB_L5,L5_VB,Lumbar Vertebra L5,13076,21799000,Structure of body of fifth lumbar vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,4,VB_S,S_VB,Sacral Vertebra,12526,87141009,Sacral vertebra structure (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,5,VB_S1,S1_VB,Sacral Vertebra S1,13077,65985001,Structure of first sacral vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,5,VB_S2,S2_VB,Sacral Vertebra S2,13078,11808007,Structure of second sacral vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,5,VB_S3,S3_VB,Sacral Vertebra S3,13079,49967005,Structure of third sacral vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,5,VB_S4,S4_VB,Sacral Vertebra S4,13080,69950008,Structure of fourth sacral vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Pelvis,5,VB_S5,S5_VB,Sacral Vertebra S5,13081,21452006,Structure of fifth sacral vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,4,VB_T,T_VB,Thoracic Vertebra,9139,35769007,Bone structure of thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T01,T01_VB,Thoracic Vertebra T1,9165,56094003,Structure of body of first thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T02,T02_VB,Thoracic Vertebra T2,9187,50060007,Structure of body of secon thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T03,T03_VB,Thoracic Vertebra T3,9209,73138009,Structure of body of third thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T04,T04_VB,Thoracic Vertebra T4,9248,86197001,Structure of body of fourth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T05,T05_VB,Thoracic Vertebra T5,9922,6105006,Structure of body of fifth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T06,T06_VB,Thoracic Vertebra T6,9945,32430008,Structure of body of sixth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T07,T07_VB,Thoracic Vertebra T7,9968,71737002,Structure of body of seventh thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T08,T08_VB,Thoracic Vertebra T8,9991,77435000,Structure of body of eighth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T09,T09_VB,Thoracic Vertebra T9,10014,33766003,Structure of body of ninth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T10,T10_VB,Thoracic Vertebra T10,10037,48405002,Structure of body of tenth thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T11,T11_VB,Thoracic Vertebra T11,10059,52120002,Structure of body of eleventh thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T12,T12_VB,Thoracic Vertebra T12,10081,280849005,Structure of body of twelfth  thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Spine,Thorax,6,VB_T12,T12_VB,Thoracic Vertebra T13,missing,USCRS-33147,Structure of body of thirteenth  thoracic vertebra (body structure),,,,,,,,,
,Anatomic,Bone,Vertebral Body,Body,3,VBs,VBs,Vertebral Bodies,11945,3572006,Structure of body of vertebra (body structure),how different than VB?   Use qualifier for multiple?,If for ALL the vertebra: 421060004 | Structure of vertebral column (body structure) | -- run by Chuck Mayo,Discuss with Chuck Mayo,,,,,,
,Anatomic,Bone,Fossa,Head and Neck,13,Fossa_Jugular,Jugular_Fossa,Jugular Fossa,56429,USCRS-33348,Jugular Fossa (body structure),,,,,,,,,
,Anatomic,Bone,Fossa,Head and Neck,15,Fossa_Posterior,Posterior_Fossa,Posterior Fossa,54368,35763008,Structure of posterior fossa of cranial cavity (body structure),,,,,,,,,
x,Anatomic,Larynx,,Head and Neck,11,VocalCord_L,L_VocalCord,,55459,46105003,Vocal cord structure (body structure),left,,,,,,,,
x,Anatomic,Larynx,,Head and Neck,11,VocalCord_R,R_VocalCord,,55458,46105003,Vocal cord structure (body structure),right,,,,,,,,
,Anatomic,Lymph Node,,Pelvis,12,LN_Presacral,Presacral_LN,Lymph nodes of pelvis - presacral ,missing,USCRS-33346,Presacral lymph node group (body structure),,,,,,,,,
,Anatomic,Bone,Vomer,Head and Neck,5,Vomer,Vomer,Vomer,9710,87166008,Vomer bone structure (body structure),,,,,,,,,
,Anatomic,Bone,Sphenoid,Head and Neck,14,Sinus_Sphenoid,Sphenoid_Sinus,Sphenoidal Sinus,54683,24999009,Sphenoid sinus structure (body structure) ,,,,,,,,,
,Anatomic,Body,,Body,6,Strct ,Strct,Structure,,123037004,Body structure (body structure),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
